Name	Job	Industry	Sector	Number of ratings	Overall rating	Culture and values	Work life balance	Senior Leadership	Compensation and benefits	Career opportunities	Recommend to friend	Name CEO	Pourcentage approve CEO
Western and Southern Life	Overall	Insurance Carriers	Insurance	199	2.9	2.9	2.7	2.3	3.0	2.8	0.4	John F. Barrett	76
FM Global	Overall	Insurance Carriers	Insurance	199	4.1	4.1	4.2	3.9	3.9	3.5	1.0	Thomas A. Lawson	98
Jackson National Life	Overall	Insurance Carriers	Insurance	195	3.6	3.4	3.5	3.2	3.8	3.5	0.7	Barry L. Stowe	99
EmblemHealth	Overall	Insurance Carriers	Insurance	189	2.3	2.2	3.0	1.8	2.7	2.0	0.2	Frank J. Branchini	9
CUNA Mutual	Overall	Insurance Carriers	Insurance	186	3.5	3.5	4.0	3.2	3.8	3.2	0.7	Robert N. Trunzo	95
GoHealth	Overall	"Computer Hardware &amp; Software"	Information Technology	174	2.8	2.5	2.4	2.2	2.7	2.5	0.5		
Anthem Blue Cross and Blue Shield	Overall	Insurance Carriers	Insurance	174	3.1	3.1	3.2	2.7	3.1	2.8	0.5	Joseph R. Swedish	74
Zurich Insurance Group	Overall	Insurance Carriers	Insurance	168	3.4	3.1	3.3	2.8	3.5	3.0	0.6	Martin Senn	72
"Colonial Life &amp; Accident Insurance Co."	Overall	Insurance Carriers	Insurance	166	3.4	3.6	3.4	3.2	2.9	3.2	0.6	Randy Horn	97
The Standard	Overall	Insurance Carriers	Insurance	165	2.4	2.5	2.7	1.9	2.5	2.2	0.2	J. Greg Ness	23
Sentry Insurance	Overall	Insurance Carriers	Insurance	164	2.8	2.7	3.0	2.4	3.0	2.6	0.4	Pete G. McPartland	71
"Brown &amp; Brown Insurance"	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	162	2.7	2.7	2.7	2.4	2.6	2.4	0.4	J. Powell Brown	66
Bupa	Overall	Insurance Carriers	Insurance	155	3.1	3.9	3.7	3.1	3.8	3.1	0.9	Stuart Fletcher	69
Safeco	Overall	Insurance Carriers	Insurance	153	2.7	2.8	2.3	2.3	3.2	2.5	0.4	Matthew D. Nickerson	66
Mercury General	Overall	Insurance Carriers	Insurance	147	2.4	2.5	2.5	2.0	2.6	2.0	0.3	Gabriel Tirador	52
TWG Insurance	Overall	Insurance Carriers	Insurance	73	4	4.3	3.8	4.0	3.7	4.0	0.8	Mark E. Jones	86
Family Heritage Life Insurance	Overall	Insurance Carriers	Insurance	66	4	4.4	4.0	4.3	3.8	4.2	0.7	Howard Lewis	95
Farm Bureau Financial Services	Overall	Insurance Carriers	Insurance	65	3.2	3.6	3.6	3.2	3.0	2.9	0.8	James Brannen	93
Cincinnati Financial	Overall	Insurance Carriers	Insurance	62	3.3	3.7	3.4	3.3	3.0	3.0	0.8	Steven J. Johnston	70
Asurea	Overall	Insurance Carriers	Insurance	61	4.2	4.3	4.2	4.1	4.0	4.2	0.8	Brian Pope	87
Cullen/Frost Bankers	Overall	"Banks &amp; Credit Unions"	Finance	60	3.2	3.5	3.2	3.1	3.0	2.7	0.7	Dick Evans Jr.	78
Heffernan Insurance Brokers	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	59	4.6	4.7	4.3	4.4	4.0	4.2	0.9	F. Michael Heffernan	96
Infinity Insurance	Overall	Insurance Carriers	Insurance	56	3.3	3.3	3.2	3.1	3.5	2.9	0.7	James R. Gober	98
Insurance Auto Auctions	Overall	"Auctions &amp; Galleries"	Retail	50	2.8	2.6	2.9	2.5	2.7	2.6	0.4	Thomas C. O Brien	74
Canal Insurance	Overall	Insurance Carriers	Insurance	50	2.2	2.0	2.2	1.6	3.1	1.8	0.2	David J. Firstenberg	23
Physicians Mutual Insurance	Overall	Insurance Carriers	Insurance	50	3.1	3.5	3.8	2.8	3.2	2.8	0.6	Rob Reed	78
Rush Enterprises	Overall	Vehicle Dealers	Retail	50	2.8	2.6	2.5	2.2	2.9	2.4	0.5	Rusty Rush	69
Acceptance Insurance	Overall	Insurance Carriers	Insurance	49	1.9	1.8	1.8	1.7	2.1	1.8	0.2	Joe Borbely	29
Acceptance Insurance	Overall	Insurance Carriers	Insurance	49	1.9	1.8	1.8	1.7	2.1	1.8	0.2	Joe Borbely	29
Alliant Insurance Services	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	48	3.4	3.4	3.4	3.1	3.0	3.1	0.6	Tom Corbett	78
Ameritas Life Insurance Corp	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	48	2.9	3.0	3.2	2.8	3.1	2.8	0.5	JoAnn M. Martin	53
Velapoint	Overall	Insurance Carriers	Insurance	48	2.8	2.5	2.6	2.5	2.4	2.5	0.4	Aaron Goddard	55
"Ameriprise Auto &amp; Home Insurance"	Overall	Insurance Carriers	Insurance	46	3.2	3.6	3.5	3.1	3.6	3.0	0.6	Kenneth J Ciak	71
Wawanesa Mutual	Overall	Insurance Carriers	Insurance	42	3.3	2.8	3.0	2.9	3.0	2.3	0.6	Jeff Goy	100
National Interstate	Overall	Insurance Carriers	Insurance	39	3.1	3.1	2.7	3.1	2.5	3.0	0.6	David W. Michelson	91
Crump Life Insurance Services	Overall	Insurance Carriers	Insurance	39	2.2	2.2	2.2	2.0	3.0	2.1	0.2	Brian Winikoff	49
Texas Mutual	Overall	Insurance Carriers	Insurance	37	3	3.6	3.2	2.9	3.8	2.9	0.6	Richard Gergasko	68
OneBeacon	Overall	Insurance Carriers	Insurance	37	3.3	3.2	3.5	2.9	3.1	2.8	0.6	Mike Miller	72
TZ Insurance	Overall	Insurance Carriers	Insurance	35	2.5	2.7	2.6	2.3	2.7	2.4	0.4		
American Senior Benefits	Overall	Insurance Carriers	Insurance	33	3.7	3.7	3.5	3.8	3.4	3.7	0.7		
Builders Mutual Insurance	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	33	4.5	4.3	4.5	4.2	4.1	4.0	0.9	John Boggs	100
Amerisure	Overall	Insurance Carriers	Insurance	31	4.2	3.9	4.2	3.4	3.8	3.5	0.7	Gregg Crabb	84
National Association of Insurance Commissioners	Overall	Membership Organizations	Business Services	30	3.4	3.6	4.4	2.8	2.5	2.6	0.7	Benjamin Nelson	0
Platinum Supplemental Insurance	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	29	3.7	3.4	3.0	3.5	3.5	3.5	0.5	James Lange	81
Monumental Life	Overall	Insurance Carriers	Insurance	29	3.3	2.9	3.2	3.0	3.7	3.3	0.7	Henry G. Hagan	77
PMA Insurance Group	Overall	Insurance Carriers	Insurance	26	2.9	3.2	3.6	3.0	2.6	2.7	0.5	Vincent T. Donnelly	83
MGIC Investment	Overall	Insurance Carriers	Insurance	26	3	3.0	3.3	2.8	3.4	2.3	0.6	Curt S. Culver	79
Church Mutual Insurance	Overall	Insurance Carriers	Insurance	26	3.5	3.9	3.6	3.8	3.6	3.5	0.7	Michael E. Ravn	97
Mapfre	Overall	Insurance Carriers	Insurance	26	2.9	2.7	3.0	2.4	2.8	2.4	0.4	Jose Manuel Martinez Martinez	37
Arch Capital	Overall	Insurance Carriers	Insurance	26	3.7	4.0	4.0	3.7	3.9	3.5	0.8	Constantine P. Iordanou	72
NTA Life	Overall	Insurance Carriers	Insurance	25	3.5	2.9	3.7	2.9	3.3	3.1	0.6		
HIIG	Overall	Insurance Carriers	Insurance	24	2.2	1.9	1.9	1.9	1.9	1.9	0.3		
Howard Hanna Real Estate	Overall	Real Estate	Real Estate	24	2.8	3.1	2.9	3.1	2.3	2.5	0.5		
Custard Insurance Adjusters	Overall	Insurance Carriers	Insurance	24	2.9	2.2	2.8	2.1	2.2	2.1	0.4	Robert E. Soby	60
WCIRB	Overall	Insurance Carriers	Insurance	23	3.3	3.0	3.9	2.6	3.0	2.7	0.5	Bill Mudge	49
Hastings Mutual	Overall	Insurance Carriers	Insurance	23	3.2	3.1	3.2	2.6	3.2	2.7	0.5	Joe Babiak	57
United Insurance	Overall	Insurance Carriers	Insurance	23	2.4	2.6	2.8	1.9	2.5	2.3	0.4	Don Royster Sr.	25
Cincinnati Insurance	Overall	Insurance Carriers	Insurance	23	3.2	3.1	3.0	3.0	2.7	3.2	0.7	Gregory Baker	59
eFund Insurance	Overall	Insurance Carriers	Insurance	22	3.4	3.7	3.2	3.7	3.2	3.6	0.7	David Hannah	51
ProSight Specialty Insurance	Overall	Insurance Carriers	Insurance	21	3.2	2.9	3.0	2.8	3.3	2.8	0.3	Joseph J. Beneducci	60
Alliance United Insurance	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	21	2.7	2.6	2.8	2.4	3.1	2.7	0.4	David N. Mandel	60
Goosehead Insurance	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	20	4.6	4.7	3.7	4.7	4.4	4.6	0.9	Mark E. Jones	100
FirstComp	Overall	Insurance Carriers	Insurance	20	2.7	2.6	3.1	2.7	2.4	2.6	0.4	Luke Yeransian	74
Main Street America	Overall	Insurance Carriers	Insurance	20	3.3	3.3	3.4	3.2	3.5	3.1	0.6	Thomas M. Van Berkel	73
Brightway Insurance	Overall	Insurance Carriers	Insurance	19	3	3.5	3.5	3.0	2.8	3.4	0.6	David Miller	82
Accident Fund	Overall	Insurance Carriers	Insurance	19	3.5	3.0	3.8	3.5	4.3	3.1	0.7	Elizabeth R. Haar	88
Alfa Insurance	Overall	Insurance Carriers	Insurance	18	3	3.4	3.3	2.1	3.5	3.0	0.5	Jimmy Parnell	79
Howe Insurance Services	Overall	Insurance Carriers	Insurance	18	4.1	4.4	4.2	4.6	4.0	4.4	0.9	Don Howe	100
Pronto Insurance	Overall	Insurance Carriers	Insurance	18	2.1	2.8	2.7	2.2	1.7	2.2	0.4	Jorge Barcena	57
Farm Family Casualty	Overall	Insurance Carriers	Insurance	17	2.5	3.4	3.1	2.5	2.3	2.5	0.3	Timothy A. Walsh	90
Freeway Insurance	Overall	Insurance Carriers	Insurance	17	2.4	1.6	2.0	2.2	1.9	2.0	0.2	Joe Waked	48
CRC Insurance	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	17	2.9	3.0	2.6	2.9	2.9	2.5	0.5	Tom Curtain	100
Safety Insurance	Overall	Insurance Carriers	Insurance	17	2.7	2.9	3.5	2.7	2.8	2.2	0.4	David F. Brussard	86
e-TeleQuote Insurance	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	17	3.3	2.6	2.8	3.0	3.1	2.6	0.6	Anthony Solazzo	73
Noridian Mutual Insurance Company	Overall	Insurance Carriers	Insurance	16	2.5	2.3	3.2	2.4	3.1	2.6	0.3	Paul von Ebers	66
NORCAL Mutual Insurance	Overall	Insurance Carriers	Insurance	16	3.4	3.2	4.1	2.7	3.5	2.7	0.4	Scott Diener	29
Tower Hill Insurance Group	Overall	Insurance Carriers	Insurance	16	4.2	4.2	4.0	3.6	3.5	3.8	0.9	William J. Shively	88
Georgia Farm Bureau Insurance	Overall	Insurance Carriers	Insurance	16	3.2	3.3	3.6	2.5	3.7	3.0	0.5	Zippy Duvall	57
FCCI	Overall	Insurance Carriers	Insurance	16	3.2	3.4	3.6	3.2	3.6	3.1	0.5	Craig Johnson	72
Texas Farm Bureau Insurance	Overall	Insurance Carriers	Insurance	16	3.3	3.6	3.2	2.1	3.2	2.7	0.6	Kenneth Dierschke	61
Insurance Offices of America	Overall	Insurance Carriers	Insurance	15	2.4	2.3	2.5	1.7	2.9	2.8	0.2	Leslie E. Pancoast, CIC, RPLU	0
First Insurance Funding	Overall	"Investment Banking &amp; Asset Management"	Finance	15	2	1.9	2.4	1.7	2.1	1.7	0.2	Frank J. Burke	46
MBIA	Overall	Insurance Carriers	Insurance	15	3.4	3.3	2.9	3.3	3.8	2.6	0.6	Jay Brown	74
Tokio Marine Management	Overall	Insurance Carriers	Insurance	15	3.1	3.3	4.3	3.0	3.5	2.7	0.5	Hiroyuki Watabiki	100
Meadowbrook Insurance	Overall	Insurance Carriers	Insurance	14	3.2	3.3	3.6	3.0	3.7	3.1	0.5	Robert S. Cubbin	68
Colorado HealthOP	Overall	"Health Care Services &amp; Hospitals"	Health Care	14	4.6	5.0	4.5	4.7	4.5	4.6	1.0	Julia Hutchins	100
Patriot National Insurance	Overall	Insurance Carriers	Insurance	14	2	2.3	3.0	2.3	3.5	2.1	0.3	Steven Mariano	43
"Appreciation Insurance &amp; Financial Services"	Overall	Brokerage Services	Finance	14	4.2	4.1	4.3	3.9	4.2	4.6	0.8	Terry Kennedy	100
Lighthouse Insurance Group	Overall	Insurance Carriers	Insurance	13	1.7	1.7	2.0	1.6	2.1	1.7	0.1		
Kansas City Life	Overall	Insurance Carriers	Insurance	12	2.2	2.3	2.9	2.2	2.6	2.5	0.5	R. Philip Bixby	22
MiddleOak	Overall	Insurance Carriers	Insurance	12	2.8	3.2	3.8	2.5	3.2	1.8	0.4	Gary J. Vallo	63
"ING USA Annuity &amp; Life Insurance"	Overall	Insurance Carriers	Insurance	12	3.5	3.2	3.6	2.6	3.4	3.2	0.8		
Insurance.com	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	12	3.4	3.4	4.0	2.3	3.7	3.5	0.4	Robert Klapper	58
Markel Insurance	Overall	Insurance Carriers	Insurance	12	3	0.0	0.0	0.0	0.0	0.0	0.0	Britt L. Glisson	88
GuideOne Insurance	Overall	Insurance Carriers	Insurance	11	3	3.1	3.3	2.3	2.8	2.4	0.3	Jim Wallace	81
Globe Life and Accident Insurance Company	Overall	Insurance Carriers	Insurance	11	2.5	2.7	3.3	2.1	1.7	2.5	0.4	Charles F. Hudson	33
Assurity Life Insurance Company	Overall	Insurance Carriers	Insurance	11	3.6	3.3	3.6	3.1	3.8	3.1	0.7	Thomas E. Henning	77
Zander Insurance Group	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	11	2.8	3.6	2.4	2.7	2.2	2.5	0.3	Bud Zander	71
Union Standard Insurance Group	Overall	Insurance Carriers	Insurance	11	4	3.6	3.9	3.4	3.6	3.2	0.5		
Southern Farm Bureau Life	Overall	Insurance Carriers	Insurance	11	2.8	0.0	0.0	0.0	0.0	0.0	0.0	Joey Stroble	76
Maine Employers Mutual Insurance	Overall	Accounting	"Accounting &amp; Legal"	10	4.3	4.2	4.1	3.8	4.1	3.5	0.9	John Leonard	82
Encompass Insurance	Overall	Insurance Carriers	Insurance	10	2.9	2.7	2.7	2.7	2.4	2.4	0.5	Cynthia H. Young	23
