[u'American Income Life', u'The Hartford', u'Asurion', u'TIAA-CREF', u'CSAA Insurance Group', u'MassMutual', u'American Family Insurance', u'Lincoln Financial Group', u'CNA', u'Guaranteed Rate', u'QBE North America', u'AXA Equitable', u'EmblemHealth', u'First American Title', u'The Hanover Insurance Group', u'Marsh', u'Jackson National Life', u'CUNA Mutual', u'GoHealth', u'Anthem Blue Cross and Blue Shield', u'Western and Southern Life', u'Great-West Financial', u'The Standard', u'Colonial Life &amp; Accident Insurance Co.', u'FM Global', u'Safeco', u'Brown &amp; Brown Insurance', u'Sentry Insurance', u'Sun Life', u'Mercury General', u'TWG Insurance', u'Efinancial', u'Asurea', u'Mutual of America', u'Cullen/Frost Bankers', u'Family Heritage Life Insurance', u'Heffernan Insurance Brokers', u'Cincinnati Financial', u'Infinity Insurance', u'Farm Bureau Financial Services', u'Alliant Insurance Services', u'Insurance Auto Auctions', u'Ameritas Life Insurance Corp', u'Velapoint', u'Canal Insurance', u'Physicians Mutual Insurance', u'Affirmative Insurance', u'Ameriprise Auto &amp; Home Insurance', u'Rush Enterprises', u'Acceptance Insurance', u'Trustmark Companies', u'National Interstate', u'Texas Mutual', u'Zurich Insurance Group', u'TZ Insurance', u'West Bend Mutual Insurance Co.', u'Crump Life Insurance Services', u'OneBeacon', u'American Senior Benefits', u'Builders Mutual Insurance', u'Amerisure', u'BB&T; Insurance Services', u'PMA Insurance Group', u'Kcal Insurance', u'National Association of Insurance Commissioners', u'Sterling Life Insurance', u'Hagerty Insurance', u'Kelly &amp; Associates', u'NTA Life', u'MGIC Investment', u'Platinum Supplemental Insurance', u'Bankers Conseco', u'HIIG', u'Coface North America Insurance', u'Manulife', u'Church Mutual Insurance', u'Motorists Insurance', u'WCIRB', u'PMI Mortgage Insurance', u'Digital Insurance', u'GNY Insurance Companies', u'MetLife of Connecticut', u'Hastings Mutual', u'eFund Insurance', u'Howard Hanna Real Estate', u'Custard Insurance Adjusters', u'Arrowhead Insurance', u'ProSight Specialty Insurance', u'Reliance Standard Life Insurance', u'United Insurance', u'Monumental Life', u'Utica Mutual Insurance', u'Goosehead Insurance', u'Oscar Insurance', u'Brightway Insurance', u'Mapfre', u'Alliance United Insurance', u'Arch Capital', u'Reliance Industries', u'Accident Fund', u'Cincinnati Insurance', u'FirstComp', u'Farm Bureau Insurance of Michigan', u'Main Street America', u'Kentucky Farm Bureau Insurance', u'Farm Family Casualty', u'Acceptance Insurance', u'National Association of Mutual Insurance Companies', u'Alfa Insurance', u'ICICI Prudential Life Insurance', u'Noridian Mutual Insurance Company', u'Freeway Insurance', u'Country-Wide Insurance Company', u'CRC Insurance', u'Howe Insurance Services', u'Pronto Insurance', u'NORCAL Mutual Insurance', u'Tower Hill Insurance Group', u'Wawanesa Mutual', u'Salem Five Bank', u'EMC Insurance', u'SECURA', u'Safety Insurance', u'Insurance Offices of America', u'First Insurance Funding', u'Georgia Farm Bureau Insurance', u'Meadowbrook Insurance', u'Colorado HealthOP', u'Patriot National Insurance', u'FCCI', u'e-TeleQuote Insurance', u'The Fund', u'TheBestIRS', u'Appreciation Insurance &amp; Financial Services', u'Texas Farm Bureau Insurance', u'People\xe2&euro;&trade;s Trust', u'Lighthouse Insurance Group', u'MBIA', u'Chicago Title', u'Ace American Insurance', u'Acuity Mutual', u'GuideOne Insurance', u'Globe Life and Accident Insurance Company', u'Kansas City Life', u'Tokio Marine Management', u'MiddleOak', u'Assurity Life Insurance Company', u'Nautilus Insurance', u'Bouchard Insurance', u'Zander Insurance Group', u'Union Standard Insurance Group', u'Bupa', u'Reliable Life Insurance', u'Florida Family Insurance Company', u'ING USA Annuity &amp; Life Insurance', u"Maine Employers' Mutual Insurance", u'Encompass Insurance', u'Insurance.com', u'CPS Insurance Services', u'Team Focus Insurance Group', u'Preferred Mutual', u'Bituminous Insurance Companies', u'Service Group', u'Insurance Technologies (Texas)', u'Southern Farm Bureau Life', u'Markel Insurance', u'Wells Fargo Insurance Services USA', u'American Strategic Insurance', u'Dovetail Insurance', u'Carolina Casualty', u'Edgewood Partners Insurance Center', u'State Automobile Mutual', u'Grange Insurance Association', u'Networked Insurance Agents', u'Old Republic National Title', u'Titan Auto Insurance', u'NGL Insurance', u'Berkley Mid-Atlantic Group', u'MAG Mutual Insurance', u'Armed Forces Insurance', u'Neovia Integrated Insurance Services', u'Beneficial Life', u'NIPR', u'InsureOne', u'Unity Health Plans Insurance', u'SBLI USA', u'American Republic Insurance', u'Starmount Life', u'Pekin Insurance', u'Brickstreet Insurance', u'Rogers &amp; Gray Insurance', u'NY Insurance Fund', u'GUARD Insurance', u'Confie Insurance Group Holdings', u'Pan-American Life', u'ABD Insurance &amp; Financial Services', u'Omni Insurance Group', u'AEGIS Insurance Services', u'Optimum Re Insurance', u'Mutual of Enumclaw Insurance', u'Insurance Information Technologies', u'Society Insurance', u'Admiral Insurance', u'Provider Insurance Group', u'Brotherhood Mutual', u'Frankenmuth Mutual', u'CAMICO', u'Intelliquote Insurance Services', u'Texas Department of Insurance', u'Reliance Standard', u'Sompo Japan Insurance', u'Golden Rule', u'Legion Insurance', u'American United Life Insurance', u'Mendota Insurance', u'Lexington Insurance', u'Gerber Life', u'National Insurance Crime Bureau', u'Seattle Specialty Insurance Services', u'Civil Service Employees Insurance', u'United Insurance Consultants', u'Banner Life', u'BOLT Insurance Agency', u'UIG', u'Boston Mutual', u'American Equity', u'Oxford Life', u'MEEMIC', u'Huntington Insurance', u'Great Western Insurance']
Name	Job	Industry	Sector	Number of ratings	Overall rating	Culture and values	Work life balance	Senior Leadership	Compensation and benefits	Career opportunities	Recommend to friend	Name CEO	Pourcentage approve CEO
Ameriprise Auto &amp; Home Insurance	Overall	Insurance Carriers	Insurance	46	3.2	3.6	3.5	3.1	3.6	3.0	0.6	Kenneth J Ciak	71
Rush Enterprises	Overall	Vehicle Dealers	Retail	50	2.8	2.6	2.5	2.2	2.9	2.4	0.5	Rusty Rush	69
Acceptance Insurance	Overall	Insurance Carriers	Insurance	49	1.9	1.8	1.8	1.7	2.1	1.8	0.2	Joe Borbely	29
Trustmark Companies	Overall	
National Interstate	Overall	Insurance Carriers	Insurance	39	3.1	3.1	2.7	3.1	2.5	3.0	0.6	David W. Michelson	91
Texas Mutual	Overall	Insurance Carriers	Insurance	37	3	3.6	3.2	2.9	3.8	2.9	0.6	Richard Gergasko	68
Zurich Insurance Group	Overall	Insurance Carriers	Insurance	168	3.4	3.1	3.3	2.8	3.5	3.0	0.6	Martin Senn	72
TZ Insurance	Overall	Insurance Carriers	Insurance	35	2.5	2.7	2.6	2.3	2.7	2.4	0.4		
West Bend Mutual Insurance Co.	Overall	
Crump Life Insurance Services	Overall	Insurance Carriers	Insurance	39	2.2	2.2	2.2	2.0	3.0	2.1	0.2	Brian Winikoff	49
OneBeacon	Overall	Insurance Carriers	Insurance	37	3.3	3.2	3.5	2.9	3.1	2.8	0.6	Mike Miller	72
American Senior Benefits	Overall	Insurance Carriers	Insurance	33	3.7	3.7	3.5	3.8	3.4	3.7	0.7		
Builders Mutual Insurance	Overall	Insurance Agencies &amp; Brokerages	Insurance	33	4.5	4.3	4.5	4.2	4.1	4.0	0.9	John Boggs	100
Amerisure	Overall	Insurance Carriers	Insurance	31	4.2	3.9	4.2	3.4	3.8	3.5	0.7	Gregg Crabb	84
BB&T; Insurance Services	Overall	Cable, Internet &amp; Telephone Providers	Telecommunications	1518	3.4	3.3	3.5	2.8	3.7	2.6	0.5	John Chen	82
PMA Insurance Group	Overall	Insurance Carriers	Insurance	26	2.9	3.2	3.6	3.0	2.6	2.7	0.5	Vincent T. Donnelly	83
Kcal Insurance	Overall	
National Association of Insurance Commissioners	Overall	Membership Organizations	Business Services	30	3.4	3.6	4.4	2.8	2.5	2.6	0.7	Benjamin Nelson	0
Sterling Life Insurance	Overall	
Hagerty Insurance	Overall	
Kelly &amp; Associates	Overall	Staffing &amp; Outsourcing	Business Services	5	2.7	0.0	0.0	0.0	0.0	0.0	0.0	Moss Ngoasheng	0
NTA Life	Overall	Insurance Carriers	Insurance	25	3.5	2.9	3.7	2.9	3.3	3.1	0.6		
MGIC Investment	Overall	Insurance Carriers	Insurance	26	3	3.0	3.3	2.8	3.4	2.3	0.6	Curt S. Culver	79
Platinum Supplemental Insurance	Overall	Insurance Agencies &amp; Brokerages	Insurance	29	3.7	3.4	3.0	3.5	3.5	3.5	0.5	James Lange	81
Bankers Conseco	Overall	
HIIG	Overall	Insurance Carriers	Insurance	24	2.2	1.9	1.9	1.9	1.9	1.9	0.3		
Coface North America Insurance	Overall	
Manulife	Overall	Insurance Carriers	Insurance	372	3.7	3.6	3.5	2.8	3.1	2.7	0.5	Donald Guloien	86
Church Mutual Insurance	Overall	Insurance Carriers	Insurance	26	3.5	3.9	3.6	3.8	3.6	3.5	0.7	Michael E. Ravn	97
Motorists Insurance	Overall	
WCIRB	Overall	Insurance Carriers	Insurance	23	3.3	3.0	3.9	2.6	3.0	2.7	0.5	Bill Mudge	49
PMI Mortgage Insurance	Overall	
Digital Insurance	Overall	
GNY Insurance Companies	Overall	
MetLife of Connecticut	Overall	
Hastings Mutual	Overall	Insurance Carriers	Insurance	23	3.2	3.1	3.2	2.6	3.2	2.7	0.5	Joe Babiak	57
eFund Insurance	Overall	Insurance Carriers	Insurance	22	3.4	3.7	3.2	3.7	3.2	3.6	0.7	David Hannah	51
Howard Hanna Real Estate	Overall	Real Estate	Real Estate	24	2.8	3.1	2.9	3.1	2.3	2.5	0.5		
Custard Insurance Adjusters	Overall	Insurance Carriers	Insurance	24	2.9	2.2	2.8	2.1	2.2	2.1	0.4	Robert E. Soby	60
Arrowhead Insurance	Overall	
ProSight Specialty Insurance	Overall	Insurance Carriers	Insurance	21	3.2	2.9	3.0	2.8	3.3	2.8	0.3	Joseph J. Beneducci	60
Reliance Standard Life Insurance	Overall	
United Insurance	Overall	Insurance Carriers	Insurance	23	2.4	2.6	2.8	1.9	2.5	2.3	0.4	Don Royster Sr.	25
Monumental Life	Overall	Insurance Carriers	Insurance	29	3.3	2.9	3.2	3.0	3.7	3.3	0.7	Henry G. Hagan	77
Utica Mutual Insurance	Overall	
Goosehead Insurance	Overall	Insurance Agencies &amp; Brokerages	Insurance	20	4.6	4.7	3.7	4.7	4.4	4.6	0.9	Mark E. Jones	100
Oscar Insurance	Overall	
Brightway Insurance	Overall	Insurance Carriers	Insurance	19	3	3.5	3.5	3.0	2.8	3.4	0.6	David Miller	82
Mapfre	Overall	Insurance Carriers	Insurance	26	2.9	2.7	3.0	2.4	2.8	2.4	0.4	Jose Manuel Martinez Martinez	37
Alliance United Insurance	Overall	Insurance Agencies &amp; Brokerages	Insurance	21	2.7	2.6	2.8	2.4	3.1	2.7	0.4	David N. Mandel	60
Arch Capital	Overall	Insurance Carriers	Insurance	26	3.7	4.0	4.0	3.7	3.9	3.5	0.8	Constantine P. Iordanou	72
Reliance Industries	Overall	Oil &amp; Gas Exploration &amp; Production	Oil, Gas, Energy &amp; Utilities	586	3.2	2.7	2.6	2.5	3.5	3.0	0.4	Mukesh D. Ambani	82
Accident Fund	Overall	Insurance Carriers	Insurance	19	3.5	3.0	3.8	3.5	4.3	3.1	0.7	Elizabeth R. Haar	88
Cincinnati Insurance	Overall	Insurance Carriers	Insurance	23	3.2	3.1	3.0	3.0	2.7	3.2	0.7	Gregory Baker	59
FirstComp	Overall	Insurance Carriers	Insurance	20	2.7	2.6	3.1	2.7	2.4	2.6	0.4	Luke Yeransian	74
Farm Bureau Insurance of Michigan	Overall	
Main Street America	Overall	Insurance Carriers	Insurance	20	3.3	3.3	3.4	3.2	3.5	3.1	0.6	Thomas M. Van Berkel	73
Kentucky Farm Bureau Insurance	Overall	
Farm Family Casualty	Overall	Insurance Carriers	Insurance	17	2.5	3.4	3.1	2.5	2.3	2.5	0.3	Timothy A. Walsh	90
Acceptance Insurance	Overall	Insurance Carriers	Insurance	49	1.9	1.8	1.8	1.7	2.1	1.8	0.2	Joe Borbely	29
National Association of Mutual Insurance Companies	Overall	
Alfa Insurance	Overall	Insurance Carriers	Insurance	18	3	3.4	3.3	2.1	3.5	3.0	0.5	Jimmy Parnell	79
ICICI Prudential Life Insurance	Overall	
Noridian Mutual Insurance Company	Overall	Insurance Carriers	Insurance	16	2.5	2.3	3.2	2.4	3.1	2.6	0.3	Paul von Ebers	66
Freeway Insurance	Overall	Insurance Carriers	Insurance	17	2.4	1.6	2.0	2.2	1.9	2.0	0.2	Joe Waked	48
Country-Wide Insurance Company	Overall	
CRC Insurance	Overall	Insurance Agencies &amp; Brokerages	Insurance	17	2.9	3.0	2.6	2.9	2.9	2.5	0.5	Tom Curtain	100
Howe Insurance Services	Overall	Insurance Carriers	Insurance	18	4.1	4.4	4.2	4.6	4.0	4.4	0.9	Don Howe	100
Pronto Insurance	Overall	Insurance Carriers	Insurance	18	2.1	2.8	2.7	2.2	1.7	2.2	0.4	Jorge Barcena	57
NORCAL Mutual Insurance	Overall	Insurance Carriers	Insurance	16	3.4	3.2	4.1	2.7	3.5	2.7	0.4	Scott Diener	29
Tower Hill Insurance Group	Overall	Insurance Carriers	Insurance	16	4.2	4.2	4.0	3.6	3.5	3.8	0.9	William J. Shively	88
Wawanesa Mutual	Overall	Insurance Carriers	Insurance	42	3.3	2.8	3.0	2.9	3.0	2.3	0.6	Jeff Goy	100
Salem Five Bank	Overall	
EMC Insurance	Overall	
SECURA	Overall	
Safety Insurance	Overall	Insurance Carriers	Insurance	17	2.7	2.9	3.5	2.7	2.8	2.2	0.4	David F. Brussard	86
Insurance Offices of America	Overall	Insurance Carriers	Insurance	15	2.4	2.3	2.5	1.7	2.9	2.8	0.2	Leslie E. Pancoast, CIC, RPLU	0
First Insurance Funding	Overall	Investment Banking &amp; Asset Management	Finance	15	2	1.9	2.4	1.7	2.1	1.7	0.2	Frank J. Burke	46
Georgia Farm Bureau Insurance	Overall	Insurance Carriers	Insurance	16	3.2	3.3	3.6	2.5	3.7	3.0	0.5	Zippy Duvall	57
Meadowbrook Insurance	Overall	Insurance Carriers	Insurance	14	3.2	3.3	3.6	3.0	3.7	3.1	0.5	Robert S. Cubbin	68
Colorado HealthOP	Overall	Health Care Services &amp; Hospitals	Health Care	14	4.6	5.0	4.5	4.7	4.5	4.6	1.0	Julia Hutchins	100
Patriot National Insurance	Overall	Insurance Carriers	Insurance	14	2	2.3	3.0	2.3	3.5	2.1	0.3	Steven Mariano	43
FCCI	Overall	Insurance Carriers	Insurance	16	3.2	3.4	3.6	3.2	3.6	3.1	0.5	Craig Johnson	72
e-TeleQuote Insurance	Overall	Insurance Agencies &amp; Brokerages	Insurance	17	3.3	2.6	2.8	3.0	3.1	2.6	0.6	Anthony Solazzo	73
The Fund	Overall	
TheBestIRS	Overall	
Appreciation Insurance &amp; Financial Services	Overall	Brokerage Services	Finance	14	4.2	4.1	4.3	3.9	4.2	4.6	0.8	Terry Kennedy	100
Texas Farm Bureau Insurance	Overall	Insurance Carriers	Insurance	16	3.3	3.6	3.2	2.1	3.2	2.7	0.6	Kenneth Dierschke	61
Lighthouse Insurance Group	Overall	Insurance Carriers	Insurance	13	1.7	1.7	2.0	1.6	2.1	1.7	0.1		
MBIA	Overall	Insurance Carriers	Insurance	15	3.4	3.3	2.9	3.3	3.8	2.6	0.6	Jay Brown	74
Chicago Title	Overall	
Ace American Insurance	Overall	
Acuity Mutual	Overall	
GuideOne Insurance	Overall	Insurance Carriers	Insurance	11	3	3.1	3.3	2.3	2.8	2.4	0.3	Jim Wallace	81
Globe Life and Accident Insurance Company	Overall	Insurance Carriers	Insurance	11	2.5	2.7	3.3	2.1	1.7	2.5	0.4	Charles F. Hudson	33
Kansas City Life	Overall	Insurance Carriers	Insurance	12	2.2	2.3	2.9	2.2	2.6	2.5	0.5	R. Philip Bixby	22
Tokio Marine Management	Overall	Insurance Carriers	Insurance	15	3.1	3.3	4.3	3.0	3.5	2.7	0.5	Hiroyuki Watabiki	100
MiddleOak	Overall	Insurance Carriers	Insurance	12	2.8	3.2	3.8	2.5	3.2	1.8	0.4	Gary J. Vallo	63
Assurity Life Insurance Company	Overall	Insurance Carriers	Insurance	11	3.6	3.3	3.6	3.1	3.8	3.1	0.7	Thomas E. Henning	77
Nautilus Insurance	Overall	
Bouchard Insurance	Overall	
Zander Insurance Group	Overall	Insurance Agencies &amp; Brokerages	Insurance	11	2.8	3.6	2.4	2.7	2.2	2.5	0.3	Bud Zander	71
