Name	Job	Industry	Sector	Number of ratings	Overall rating	Culture and values	Work life balance	Senior Leadership	Compensation and benefits	Career opportunities	Recommend to friend	Name CEO	Pourcentage approve CEO
Florida Hospital	Overall	"Health Care Services &amp; Hospitals"	Health Care	251	3.7	3.9	3.5	3.2	3.4	3.6	0.7	Lars Houmann	87
Conifer Health Solutions	Overall	"Health Care Services &amp; Hospitals"	Health Care	246	2.4	2.4	2.5	2.0	2.5	2.5	0.4	Stephen M. Mooney	57
OHSU	Overall	"Colleges &amp; Universities"	Education	246	3.6	3.4	3.3	3.0	3.4	3.4	0.7	Joseph Robertson Jr.	74
Inova	Overall	"Health Care Services &amp; Hospitals"	Health Care	243	3.2	3.2	3.2	2.6	3.0	2.9	0.6	J. Knox Singleton	61
Magellan Health	Overall	Insurance Carriers	Insurance	238	3.2	2.9	3.2	2.6	3.3	2.8	0.6	Barry Smith	72
Mercy	Overall	"Health Care Services &amp; Hospitals"	Health Care	232	3.2	3.5	3.3	2.6	2.9	3.0	0.6	Lynn Britton	75
Mercy Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	232	3.2	3.5	3.3	2.6	2.9	3.0	0.6	Lynn Britton	75
Texas Health Resources	Overall	"Health Care Services &amp; Hospitals"	Health Care	230	3.7	4.0	3.6	3.3	3.7	3.5	0.8	Barclay Berdan	80
StarTek	Overall	"Advertising &amp; Marketing"	Business Services	199	2.5	2.6	2.5	2.3	2.3	2.4	0.3	Chad Carlson	39
Baylor Health Care System	Overall	"Health Care Services &amp; Hospitals"	Health Care	174	3.9	3.8	3.7	3.2	3.6	3.4	0.8	Joel T. Allison	91
PruittHealth	Overall	"Health Care Services &amp; Hospitals"	Health Care	173	2.3	2.3	2.2	2.0	2.5	2.5	0.3	Neil Pruitt	33
BrightStar Care	Overall	"Health Care Services &amp; Hospitals"	Health Care	159	3	3.3	3.0	3.1	2.5	2.9	0.6	Shelly Sun	76
TeamHealth	Overall	"Health Care Services &amp; Hospitals"	Health Care	158	4.2	4.1	4.0	4.0	3.8	4.2	0.9	Mike Snow	95
SSM Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	140	3.2	3.5	3.3	2.6	3.3	3.3	0.7	Bill Thompson	70
"Baylor Scott &amp; White Health"	Overall	"Health Care Services &amp; Hospitals"	Health Care	140	2.7	2.8	2.8	2.3	2.6	2.7	0.5	Robert W. Pryor	57
Supplemental Health Care	Overall	"Health Care Services &amp; Hospitals"	Health Care	134	3.4	3.7	3.6	3.5	3.3	3.4	0.6	Janet Elkin	94
Texas Health and Human Services Commission	Overall	"State &amp; Regional Agencies"	Government	131	2.7	2.2	2.9	1.9	2.8	2.7	0.4	Kyle Janek	60
PeaceHealth	Overall	"Health Care Services &amp; Hospitals"	Health Care	128	2.5	2.5	2.5	1.9	2.6	2.5	0.3	Liz Dunne	0
University of San Francisco	Overall	"Colleges &amp; Universities"	Education	128	4	4.2	4.1	3.4	3.5	3.4	0.8	Rev. Paul J. Fitzgerald	74
Evolent Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	123	4.2	4.3	3.8	3.8	4.2	4.1	0.8	Frank Williams	96
Children's Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	122	2.9	3.1	2.8	2.5	3.1	2.9	0.4	Christopher J. Durovich	48
US Department of Health and Human Services	Overall	Federal Agencies	Government	120	3.1	3.0	3.3	2.5	3.3	2.8	0.6	Sylvia M. Burwell	81
Health Fitness	Overall	"Health Care Services &amp; Hospitals"	Health Care	119	3.1	3.5	3.1	3.1	2.7	2.7	0.6	Paul Lotharius	72
Geisinger Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	117	3.4	3.3	3.3	2.6	3.5	3.2	0.7	Glenn D. Steele Jr.	69
Verisk Health	Overall	"Computer Hardware &amp; Software"	Information Technology	111	2.6	2.8	3.0	2.3	3.3	2.7	0.5	Nadine Hays	50
UNC Health Care	Overall	"Health Care Services &amp; Hospitals"	Health Care	108	3.9	3.8	3.7	3.2	3.9	3.6	0.8		
Centura Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	107	3.2	3.2	3.1	2.7	3.0	3.2	0.6	Gary S. Campbell	74
State of California Office of Statewide Health Planning	Overall	"State &amp; Regional Agencies"	Government	107	3.4	3.0	3.9	2.6	3.7	3.4	0.7	Edmund G.(Jerry)  Brown Jr.	80
MultiCare Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	104	2.9	3.0	2.9	2.4	3.5	3.0	0.5	Bill Robertson	72
Epic Health Services	Overall	"Health Care Services &amp; Hospitals"	Health Care	103	3.1	3.0	2.9	2.8	2.6	3.0	0.5	Chris Roussos	63
"FEGS Health &amp; Human Services"	Overall	Consulting	Business Services	102	2.8	3.1	3.3	2.4	3.2	2.7	0.3	Kristin Woodlock	55
Alexian Brothers Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	86	3.1	3.6	3.1	2.7	2.8	2.9	0.5	Mark Frey	70
UT Health Science Center San Antonio	Overall	"Health Care Services &amp; Hospitals"	Health Care	86	3.3	3.2	3.6	3.1	3.2	3.0	0.6	William L. Henrich	88
Regence	Overall	Insurance Carriers	Insurance	84	3.1	3.5	3.5	2.6	3.7	2.8	0.7	Mark B. Ganz	83
Saint Luke's Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	83	3.3	3.6	2.9	2.8	3.2	2.9	0.6	Melinda Estes, M.D., M.B.A.	56
Coverall	Overall	"Building &amp; Personnel Services"	Business Services	82	3	3.2	3.4	2.9	3.0	2.9	0.5	Rick Ascolese	57
Altegra Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	79	2.3	2.1	2.8	2.0	2.4	2.3	0.3	Kevin C. Barrett	56
Norton Healthcare	Overall	"Health Care Services &amp; Hospitals"	Health Care	79	3.4	3.5	3.3	2.8	3.5	3.4	0.7	Stephen A. Williams	56
Loyola Medicine	Overall	"Health Care Services &amp; Hospitals"	Health Care	77	3.1	3.3	2.9	2.7	2.8	3.1	0.6	Larry M. Goldberg	73
Baystate Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	76	3	3.2	2.9	2.2	3.2	2.9	0.6	Dr. Mark Keroack	89
Virtua Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	75	3.8	4.0	3.7	3.2	3.8	3.6	0.8	Richard P. Miller	85
ProMedica	Overall	"Health Care Services &amp; Hospitals"	Health Care	75	3.1	3.0	2.7	2.3	2.8	3.0	0.5	Randy Oostra	58
St. Luke's Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	70	3.2	3.2	3.3	2.6	3.0	3.0	0.7	David C. Pate	71
St. John Providence Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	62	3.1	3.1	3.2	2.6	2.9	3.0	0.7		
UC San Diego Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	61	3.6	3.6	3.8	3.4	3.8	3.7	0.8	Patty Maysent	100
Excellus BlueCross BlueShield	Overall	Insurance Carriers	Insurance	56	3.8	4.0	4.0	3.5	4.3	3.6	0.8	David H. Klein	79
United Health Services	Overall	"Health Care Services &amp; Hospitals"	Health Care	55	3.1	3.1	3.0	2.7	3.0	3.1	0.6	Matthew J. Salanger	81
YouFit	Overall	"Health, Beauty, &amp; Fitness"	Consumer Services	54	2.7	2.8	2.7	2.2	2.3	2.7	0.4	Rick Berks	63
Sheppard Pratt Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	54	3.4	3.3	2.9	2.7	3.0	3.3	0.6	Steven S. Sharfstein	79
Kaleida Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	53	2.9	2.5	2.3	1.9	3.3	2.7	0.5	Jody L. Lomeo	43
Alliance HealthCare Services	Overall	"Health Care Services &amp; Hospitals"	Health Care	51	2.6	2.6	2.5	2.3	2.5	2.4	0.5	Tom C. Tomlinson	44
Cadence Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	49	3.6	3.7	3.2	3.0	3.3	3.2	0.8	Michael Vivoda	100
Adventist Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	49	3.1	3.8	3.6	3.0	3.1	3.0	0.7	Scott Reiner	63
Broward Health	Overall	"Health Care Services &amp; Hospitals"	Health Care	48	3	2.9	3.1	2.6	3.2	3.0	0.6	Frank Nask	59
L. A. Care Health Plan	Overall	"Health Care Services &amp; Hospitals"	Health Care	48	3.1	3.1	3.3	2.8	3.6	3.4	0.5	Howard A. Kahn	78
Northeast Georgia Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	48	3.7	3.8	3.7	3.3	3.8	3.7	0.8	Carol Burrell	88
Temple University Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	46	3.3	3.1	3.1	2.9	3.8	3.2	0.7		
Children's Hospitals and Clinics of Minnesota	Overall	"Health Care Services &amp; Hospitals"	Health Care	44	4.1	4.2	3.6	3.6	3.5	3.7	0.9	Alan L. Goldbloom	96
Crozer-Keystone Health System	Overall	"Health Care Services &amp; Hospitals"	Health Care	42	2.7	2.7	2.8	2.5	3.3	2.6	0.3	Joan K. Richards	25
Moda Health	Overall	Insurance Carriers	Insurance	42	2.8	2.7	2.9	2.4	2.8	2.9	0.4	Robert Gootee	46
Ascension Health Ministry Service Center	Overall	Social Assistance	Non-Profit	42	2.5	2.8	2.6	1.9	2.9	2.3	0.4		
SPH Analytics	Overall	"Health Care Services &amp; Hospitals"	Health Care	39	4.5	4.0	4.0	4.3	4.1	4.3	0.9	Al Vega	84
Compass Professional Health Services	Overall	"Health Care Services &amp; Hospitals"	Health Care	38	3.6	3.9	4.1	3.6	3.3	3.3	0.7	Scott Schoenvogel	81
