Name	Job	Industry	Sector	Number of ratings	Overall rating	Culture and values	Work life balance	Senior Leadership	Compensation and benefits	Career opportunities	Recommend to friend	Name CEO	Pourcentage approve CEO
Arbor Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	21	2.9	3.1	2.9	3.1	2.6	3.1	0.5	Ed Schutter	67
Astellas	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	21	3.7	4.2	4.1	3.8	4.2	3.9	0.8	Yoshihiko Hatanaka	91
NeilMed Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	19	3.6	4.0	3.6	3.8	3.9	3.7	0.8		
Medisca	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	19	3.6	0.0	0.0	0.0	0.0	0.0	0.0	Antonio Dos Santos	61
Macleods Pharma	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	19	4	0.0	0.0	0.0	0.0	0.0	0.0		
Momenta Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	18	3.7	3.6	3.6	3.5	3.6	3.3	0.7	Craig A. Wheeler	90
Avion Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	17	2.6	2.7	2.9	2.7	2.8	2.7	0.5	Mark Pugh	13
Sheffield Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	17	2.9	2.9	3.3	2.9	2.7	2.8	0.6	Mark Donohue	100
Pacira Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	17	1.9	1.8	1.9	2.0	2.9	2.3	0.3	Dave Stack	30
Lexicon Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	16	3.3	3.7	3.7	2.9	3.5	2.7	0.4	Lonnel Coats	100
Vesta Pharmaceuticals	Overall	Health Care Products Manufacturing	Manufacturing	15	3.8	3.7	3.8	3.6	3.3	3.6	0.7	Sam Kwon	61
Arena Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	15	3.4	3.2	4.2	2.9	3.8	2.6	0.4	Jack Lief	55
Ironwood Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	15	4.1	4.3	3.9	3.6	3.7	3.5	0.9	Peter M. Hecht, Ph.D.	92
Spectrum Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	15	2.2	2.7	3.1	2.3	2.4	2.5	0.3	Rajesh C Shrotriya	16
"Johnson &amp; Johnson- Merck Consumer Pharmaceuticals"	Overall	"Insurance Agencies &amp; Brokerages"	Insurance	15	3.4	0.0	0.0	0.0	0.0	0.0	0.0		
Alexza Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	14	3.6	3.9	3.9	3.5	3.7	3.3	0.5	Thomas B. King	86
Actelion Pharmaceuticals US	Overall			14	3.9	0.0	0.0	0.0	0.0	0.0	0.0		
Xanodyne Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	14	3.1	0.0	0.0	0.0	0.0	0.0	0.0	Natasha Giordano	23
AVANIR Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	13	3	3.0	2.6	2.7	3.3	3.1	0.5	Keith A. Katkin	90
Infinity Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	12	4.2	0.0	0.0	0.0	0.0	0.0	0.0	Adelene Q. Perkins	100
Genzyme Pharmaceuticals	Overall	"Biotech &amp; Pharmaceuticals"	"Biotech &amp; Pharmaceuticals"	10	2.6	2.8	3.4	2.4	3.4	2.3	0.8	Dan Hayden	100
